shipment_id,sales_order_id,carrier_name,tracking_number,origin,destination,status,eta,actual_delivery,shipping_cost
SHIP01885,SO01885,Maersk Logistics,TRK-MAE-45060889,"Tokyo, Japan","Munich, Japan",In Transit,2026-01-01,,116.29
SHIP01886,SO01886,UPS Supply Chain,TRK-UPS-19115990,"Shenzhen, China","Pune, China",Preparing,2026-06-01,,1285.04
SHIP01887,SO01887,FedEx Freight,TRK-FED-72597963,"Seattle, WA, USA","Shenzhen, Japan",Delivered,2026-05-31,2026-06-01,1623.32
SHIP01888,SO01888,Maersk Logistics,TRK-MAE-20296518,"Taipei, Taiwan","Osaka, Germany",Delayed,2025-12-06,,529.65
SHIP01889,SO01889,FedEx Freight,TRK-FED-24735095,"Chicago, IL, USA","Hai Phong, Japan",Delayed,2026-03-25,,1014.16
SHIP01890,SO01890,FedEx Freight,TRK-FED-80794240,"Tokyo, Japan","Chicago, Germany",Delayed,2026-04-08,,1646.17
SHIP01891,SO01891,FedEx Freight,TRK-FED-66237518,"Incheon, South Korea","Nagoya, China",In Transit,2026-05-22,,333.74
SHIP01892,SO01892,DHL Express,TRK-DHL-97506057,"Monterrey, Mexico","Seoul, Canada",Preparing,2026-06-04,,1382.23
SHIP01893,SO01893,FedEx Freight,TRK-FED-61187021,"Munich, Germany","Bengaluru, Mexico",Delivered,2026-05-20,2026-05-20,1029.35
SHIP01894,SO01894,DHL Express,TRK-DHL-19982880,"Los Angeles, CA, USA","Munich, India",Preparing,2026-02-23,,1242.5
SHIP01895,SO01895,DB Schenker,TRK-DB -86877480,"Los Angeles, CA, USA","Osaka, Germany",In Transit,2026-02-22,,307.17
SHIP01896,SO01896,DB Schenker,TRK-DB -72948562,"Osaka, Japan","Birmingham, Taiwan",Delivered,2026-01-18,2026-01-17,593.91
SHIP01897,SO01897,Maersk Logistics,TRK-MAE-37348034,"Tokyo, Japan","Hamilton, Vietnam",Delayed,2025-09-23,,1469.56
SHIP01898,SO01898,DB Schenker,TRK-DB -72864226,"Toronto, Canada","Tokyo, Taiwan",Delivered,2026-06-14,2026-06-14,1280.12
SHIP01899,SO01899,FedEx Freight,TRK-FED-91914285,"Taipei, Taiwan","Stuttgart, United States",Preparing,2025-10-31,,1150.78
SHIP01900,SO01900,Kuehne + Nagel,TRK-KUE-40626658,"Yokohama, Japan","Birmingham, Vietnam",Delivered,2026-02-26,2026-02-27,1582.19
SHIP01901,SO01901,Kuehne + Nagel,TRK-KUE-21027409,"Taipei, Taiwan","Osaka, Mexico",In Transit,2026-03-16,,1358.19
SHIP01902,SO01902,UPS Supply Chain,TRK-UPS-46693679,"Shenzhen, China","Pune, Germany",Delivered,2026-06-20,2026-06-21,1748.78
SHIP01903,SO01903,FedEx Freight,TRK-FED-95567630,"Toronto, Canada","Dallas, Vietnam",Delivered,2025-11-17,2025-11-17,1683.23
SHIP01904,SO01904,DB Schenker,TRK-DB -95576474,"Incheon, South Korea","Ningbo, Germany",Delivered,2026-02-11,2026-02-10,244.19
SHIP01905,SO01905,DHL Express,TRK-DHL-65275134,"Munich, Germany","Bengaluru, United States",Preparing,2025-12-10,,1019.38
SHIP01906,SO01906,DB Schenker,TRK-DB -49617464,"Bengaluru, India","Tokyo, Taiwan",In Transit,2026-03-11,,867.19
SHIP01907,SO01907,Kuehne + Nagel,TRK-KUE-94795712,Singapore,"Birmingham, Canada",Delayed,2025-12-20,,1517.58
SHIP01908,SO01908,UPS Supply Chain,TRK-UPS-29724637,"Frankfurt, Germany","Munich, Mexico",Delivered,2026-04-02,2026-04-03,1557.55
SHIP01909,SO01909,Kuehne + Nagel,TRK-KUE-27993595,"Melbourne, Australia","Osaka, United States",Delivered,2026-06-28,2026-06-28,1029.63
SHIP01910,SO01910,FedEx Freight,TRK-FED-84704369,"Munich, Germany","Munich, Germany",Delivered,2025-12-19,2025-12-24,1521.01
SHIP01911,SO01911,FedEx Freight,TRK-FED-66146326,"Yokohama, Japan","Chicago, India",Delivered,2025-11-20,2025-11-23,1175.76
SHIP01912,SO01912,DHL Express,TRK-DHL-53663765,"Chicago, IL, USA","Dortmund, United States",In Transit,2025-12-19,,291.27
SHIP01913,SO01913,Kuehne + Nagel,TRK-KUE-99669837,"Monterrey, Mexico","Pune, India",Delivered,2026-06-16,2026-06-17,459.0
SHIP01914,SO01914,DB Schenker,TRK-DB -70753023,"London, UK","Seoul, United States",Delayed,2025-10-27,,786.56
SHIP01915,SO01915,Kuehne + Nagel,TRK-KUE-97971812,"Rotterdam, Netherlands","Dortmund, United States",Delivered,2026-06-20,2026-06-27,968.96
SHIP01916,SO01916,Kuehne + Nagel,TRK-KUE-74629774,"Dallas, TX, USA","Chicago, Taiwan",In Transit,2026-03-29,,1771.02
SHIP01917,SO01917,Maersk Logistics,TRK-MAE-62114887,"Incheon, South Korea","Osaka, India",In Transit,2025-12-30,,1807.65
SHIP01918,SO01918,Maersk Logistics,TRK-MAE-33219685,"Dallas, TX, USA","Ningbo, United Kingdom",Delivered,2025-09-29,2025-09-30,1238.28
SHIP01919,SO01919,FedEx Freight,TRK-FED-36416899,"Tokyo, Japan","Chicago, Mexico",Delivered,2025-12-07,2025-12-07,1161.48
SHIP01920,SO01920,FedEx Freight,TRK-FED-76252395,"Detroit, MI, USA","Suzhou, South Korea",Preparing,2026-03-05,,47.18
SHIP01921,SO01921,DB Schenker,TRK-DB -84005658,"Pune, India","Hamilton, Germany",Delivered,2026-01-18,2026-01-19,289.48
SHIP01922,SO01922,UPS Supply Chain,TRK-UPS-89169847,"Detroit, MI, USA","Ningbo, Japan",Preparing,2026-02-03,,1835.38
SHIP01923,SO01923,DB Schenker,TRK-DB -96891751,"Toronto, Canada","Bengaluru, South Korea",In Transit,2025-09-15,,150.05
SHIP01924,SO01924,FedEx Freight,TRK-FED-35886442,"Dallas, TX, USA","Pune, Japan",Preparing,2025-11-03,,878.89
SHIP01925,SO01925,FedEx Freight,TRK-FED-91002327,"Melbourne, Australia","Shenzhen, Vietnam",Returned,2026-04-23,2026-05-01,963.0
SHIP01926,SO01926,DHL Express,TRK-DHL-47676842,"Bengaluru, India","Osaka, Taiwan",Delivered,2025-12-29,2025-12-31,366.26
SHIP01927,SO01927,UPS Supply Chain,TRK-UPS-35917538,"Chicago, IL, USA","Birmingham, Vietnam",In Transit,2025-11-28,,832.88
SHIP01928,SO01928,UPS Supply Chain,TRK-UPS-61758667,"Frankfurt, Germany","Osaka, Germany",Delivered,2026-01-11,2026-01-12,1261.99
SHIP01929,SO01929,DB Schenker,TRK-DB -16142237,"Atlanta, GA, USA","Tokyo, United States",In Transit,2026-01-11,,463.19
SHIP01930,SO01930,Kuehne + Nagel,TRK-KUE-58643757,"Toronto, Canada","Stuttgart, Germany",Delayed,2025-10-11,,1066.81
SHIP01931,SO01931,DB Schenker,TRK-DB -21647011,"Seattle, WA, USA","Hsinchu, Mexico",In Transit,2025-09-18,,944.7
SHIP01932,SO01932,DHL Express,TRK-DHL-16035659,"Atlanta, GA, USA","Querétaro, Japan",Preparing,2026-05-30,,768.95
SHIP01933,SO01933,DHL Express,TRK-DHL-39507988,"Monterrey, Mexico","Suzhou, United Kingdom",Delivered,2026-01-15,2026-01-16,1597.35
SHIP01934,SO01934,Kuehne + Nagel,TRK-KUE-78410589,"Hamburg, Germany","Hai Phong, Germany",Delayed,2026-06-05,,1699.84
SHIP01935,SO01935,Maersk Logistics,TRK-MAE-26479372,"Stuttgart, Germany","Suzhou, United States",Delivered,2026-04-15,2026-04-14,67.21
SHIP01936,SO01936,Kuehne + Nagel,TRK-KUE-87844310,"Pune, India","Shenzhen, Japan",In Transit,2026-03-14,,862.3
SHIP01937,SO01937,DHL Express,TRK-DHL-15430767,"Incheon, South Korea","Bengaluru, South Korea",Delivered,2025-09-20,2025-09-19,1577.72
SHIP01938,SO01938,UPS Supply Chain,TRK-UPS-16496914,"Frankfurt, Germany","Chicago, South Korea",In Transit,2025-10-24,,1632.46
SHIP01939,SO01939,Kuehne + Nagel,TRK-KUE-13259735,"Chicago, IL, USA","Seoul, Taiwan",Preparing,2026-01-31,,1195.58
SHIP01940,SO01940,DHL Express,TRK-DHL-66996893,"Pune, India","Suzhou, Taiwan",Delayed,2026-06-23,,323.56
SHIP01941,SO01941,FedEx Freight,TRK-FED-80724514,"Tokyo, Japan","Detroit, China",Returned,2026-04-15,2026-04-23,188.19
SHIP01942,SO01942,DB Schenker,TRK-DB -20273762,"Seattle, WA, USA","Incheon, Mexico",Delivered,2025-12-13,2025-12-14,1631.25
SHIP01943,SO01943,Maersk Logistics,TRK-MAE-49865371,"Osaka, Japan","Ningbo, Canada",Delivered,2026-01-22,2026-01-21,760.05
SHIP01944,SO01944,DB Schenker,TRK-DB -53344006,"Pune, India","Bengaluru, Vietnam",Delivered,2025-12-15,2025-12-16,405.26
SHIP01945,SO01945,DB Schenker,TRK-DB -15800217,Singapore,"Munich, Taiwan",In Transit,2026-06-18,,1563.01
SHIP01946,SO01946,FedEx Freight,TRK-FED-98936755,"Shenzhen, China","Bengaluru, Taiwan",In Transit,2026-07-06,,790.36
SHIP01947,SO01947,DB Schenker,TRK-DB -73258887,"Incheon, South Korea","Taipei, China",Delayed,2026-06-18,,1603.67
SHIP01948,SO01948,DHL Express,TRK-DHL-38045903,"Atlanta, GA, USA","Shenzhen, India",In Transit,2025-10-14,,1783.7
SHIP01949,SO01949,Kuehne + Nagel,TRK-KUE-69690684,"Yokohama, Japan","Taipei, Mexico",Delivered,2026-06-10,2026-06-10,1133.98
SHIP01950,SO01950,UPS Supply Chain,TRK-UPS-41189845,"Tokyo, Japan","Detroit, United Kingdom",Delivered,2025-10-07,2025-10-08,1312.23
SHIP01951,SO01951,FedEx Freight,TRK-FED-95935776,"Monterrey, Mexico","Monterrey, South Korea",Delivered,2026-05-14,2026-05-13,250.44
SHIP01952,SO01952,DB Schenker,TRK-DB -32847182,"Bengaluru, India","Hamilton, United States",Delivered,2026-07-06,2026-07-12,412.1
SHIP01953,SO01953,Kuehne + Nagel,TRK-KUE-68556738,"Munich, Germany","Dallas, China",In Transit,2026-06-02,,946.51
SHIP01954,SO01954,DB Schenker,TRK-DB -77602428,"Los Angeles, CA, USA","Monterrey, India",Returned,2025-09-30,2025-10-10,1236.69
SHIP01955,SO01955,DHL Express,TRK-DHL-99875223,"Taipei, Taiwan","Incheon, China",Delivered,2026-01-14,2026-01-13,993.4
SHIP01956,SO01956,UPS Supply Chain,TRK-UPS-20793208,"Melbourne, Australia","Chicago, United Kingdom",In Transit,2026-02-02,,1773.24
SHIP01957,SO01957,Maersk Logistics,TRK-MAE-52392677,"Taipei, Taiwan","Monterrey, Germany",Delivered,2026-06-14,2026-06-14,1442.19
SHIP01958,SO01958,Maersk Logistics,TRK-MAE-94987365,"London, UK","Hai Phong, Taiwan",Preparing,2026-01-18,,498.37
SHIP01959,SO01959,Maersk Logistics,TRK-MAE-33511868,"Incheon, South Korea","Munich, United States",Returned,2026-07-13,2026-07-21,1092.62
SHIP01960,SO01960,DB Schenker,TRK-DB -98300635,"Rotterdam, Netherlands","Bengaluru, Mexico",Delivered,2026-06-20,2026-06-20,217.34
SHIP01961,SO01961,DHL Express,TRK-DHL-89069440,"Pune, India","Seoul, United States",Delivered,2026-06-18,2026-06-18,1691.72
SHIP01962,SO01962,FedEx Freight,TRK-FED-90781902,"Osaka, Japan","Pune, Canada",Delivered,2025-09-21,2025-09-21,906.62
SHIP01963,SO01963,FedEx Freight,TRK-FED-41963324,"Osaka, Japan","Taipei, Japan",In Transit,2025-10-20,,1777.57
SHIP01964,SO01964,DHL Express,TRK-DHL-40963650,"Toronto, Canada","Chicago, Canada",In Transit,2025-11-24,,923.55
SHIP01965,SO01965,Kuehne + Nagel,TRK-KUE-57229827,"Munich, Germany","Ningbo, United Kingdom",Delivered,2025-10-20,2025-10-21,1033.39
SHIP01966,SO01966,Kuehne + Nagel,TRK-KUE-48970277,"Munich, Germany","Hai Phong, Mexico",Delivered,2025-11-26,2025-11-30,1498.5
SHIP01967,SO01967,Maersk Logistics,TRK-MAE-39461643,"Osaka, Japan","Shenzhen, India",Delivered,2026-03-23,2026-03-24,1138.83
SHIP01968,SO01968,Kuehne + Nagel,TRK-KUE-44160001,"Tokyo, Japan","Seoul, China",Delivered,2026-05-26,2026-05-27,724.85
SHIP01969,SO01969,DHL Express,TRK-DHL-15026028,"Tokyo, Japan","Pune, India",In Transit,2026-06-12,,1028.01
SHIP01970,SO01970,FedEx Freight,TRK-FED-67725399,"Toronto, Canada","Suzhou, Taiwan",Delivered,2026-04-16,2026-04-17,1833.61
SHIP01971,SO01971,Kuehne + Nagel,TRK-KUE-40245600,"Detroit, MI, USA","Birmingham, India",Delayed,2025-09-25,,380.58
SHIP01972,SO01972,UPS Supply Chain,TRK-UPS-33235468,"Hamburg, Germany","Suzhou, United States",In Transit,2026-01-19,,384.08
SHIP01973,SO01973,FedEx Freight,TRK-FED-50287446,"London, UK","Hamilton, Japan",Delivered,2026-01-09,2026-01-08,809.31
SHIP01974,SO01974,Kuehne + Nagel,TRK-KUE-16662995,"Monterrey, Mexico","Monterrey, Germany",In Transit,2026-04-04,,921.73
SHIP01975,SO01975,UPS Supply Chain,TRK-UPS-88248608,"Atlanta, GA, USA","Nagoya, Japan",Preparing,2026-04-26,,496.6
SHIP01976,SO01976,Maersk Logistics,TRK-MAE-78493550,"Frankfurt, Germany","Pune, United States",In Transit,2025-10-12,,1299.68
SHIP01977,SO01977,Kuehne + Nagel,TRK-KUE-12243351,"Los Angeles, CA, USA","Querétaro, India",Delivered,2026-03-15,2026-03-16,1681.04
SHIP01978,SO01978,Maersk Logistics,TRK-MAE-33366341,"Los Angeles, CA, USA","Suzhou, Japan",In Transit,2025-09-19,,1754.35
SHIP01979,SO01979,Maersk Logistics,TRK-MAE-71776667,Singapore,"Taipei, United States",In Transit,2025-10-01,,1673.15
SHIP01980,SO01980,DB Schenker,TRK-DB -38129425,"Melbourne, Australia","Seoul, South Korea",In Transit,2026-01-27,,1031.2
SHIP01981,SO01981,DB Schenker,TRK-DB -54021640,"Detroit, MI, USA","Birmingham, South Korea",In Transit,2025-12-19,,801.8
SHIP01982,SO01982,UPS Supply Chain,TRK-UPS-44310499,"Chicago, IL, USA","Incheon, Germany",In Transit,2026-02-13,,1523.3
SHIP01983,SO01983,Maersk Logistics,TRK-MAE-94285070,"Hamburg, Germany","Dortmund, Japan",Preparing,2026-07-08,,1127.99
SHIP01984,SO01984,Maersk Logistics,TRK-MAE-56135986,"Taipei, Taiwan","Shenzhen, Japan",In Transit,2026-06-28,,606.9
SHIP01985,SO01985,FedEx Freight,TRK-FED-74535290,"Rotterdam, Netherlands","Stuttgart, Japan",Delayed,2026-04-27,,1182.95
SHIP01986,SO01986,FedEx Freight,TRK-FED-22035214,"Atlanta, GA, USA","Bengaluru, South Korea",In Transit,2026-06-08,,1663.34
SHIP01987,SO01987,FedEx Freight,TRK-FED-34123226,"Melbourne, Australia","Monterrey, South Korea",Delivered,2025-12-15,2025-12-16,358.69
SHIP01988,SO01988,Kuehne + Nagel,TRK-KUE-69669965,Singapore,"Taipei, Japan",Delayed,2025-12-21,,1156.34
SHIP01989,SO01989,Maersk Logistics,TRK-MAE-11430187,Singapore,"Stuttgart, India",Delivered,2025-12-07,2025-12-07,911.61
SHIP01990,SO01990,UPS Supply Chain,TRK-UPS-81930014,"Bengaluru, India","Shenzhen, United States",Delivered,2026-05-04,2026-05-03,291.73
SHIP01991,SO01991,FedEx Freight,TRK-FED-16364636,"London, UK","Dortmund, South Korea",Delivered,2026-02-18,2026-02-18,992.02
SHIP01992,SO01992,FedEx Freight,TRK-FED-12804346,"Incheon, South Korea","Bengaluru, Japan",Delayed,2026-02-03,,510.84
SHIP01993,SO01993,FedEx Freight,TRK-FED-37453343,Singapore,"Tokyo, United States",In Transit,2025-11-09,,282.65
SHIP01994,SO01994,Kuehne + Nagel,TRK-KUE-91833647,"Shenzhen, China","Dallas, Germany",Delivered,2026-04-10,2026-04-11,788.56
SHIP01995,SO01995,FedEx Freight,TRK-FED-94915138,"Taipei, Taiwan","Taipei, Taiwan",Delivered,2025-12-30,2025-12-31,873.23
SHIP01996,SO01996,Maersk Logistics,TRK-MAE-98789921,"Hamburg, Germany","Munich, United States",Delivered,2025-12-31,2025-12-30,1329.78
SHIP01997,SO01997,UPS Supply Chain,TRK-UPS-74949523,"Bengaluru, India","Dallas, China",Delivered,2025-09-17,2025-09-19,1793.53
SHIP01998,SO01998,DHL Express,TRK-DHL-74070729,"Atlanta, GA, USA","Dallas, United States",Delivered,2026-06-24,2026-06-24,1391.44
SHIP01999,SO01999,Maersk Logistics,TRK-MAE-48539678,"Pune, India","Dortmund, Mexico",In Transit,2026-02-27,,174.4
SHIP02000,SO02000,Maersk Logistics,TRK-MAE-84024105,Singapore,"Birmingham, United Kingdom",Delivered,2025-10-29,2025-10-28,1164.6
SHIP02001,SO02001,DHL Express,TRK-DHL-10595609,"Hamburg, Germany","Birmingham, Taiwan",Preparing,2025-10-30,,343.69
SHIP02002,SO02002,UPS Supply Chain,TRK-UPS-64886934,"Melbourne, Australia","Hsinchu, Japan",Delivered,2026-05-05,2026-05-06,674.48
SHIP02003,SO02003,Maersk Logistics,TRK-MAE-78482913,"Atlanta, GA, USA","Detroit, South Korea",Delivered,2026-05-08,2026-05-09,951.04
SHIP02004,SO02004,FedEx Freight,TRK-FED-49852175,"Incheon, South Korea","Chicago, Germany",Delivered,2026-02-15,2026-02-15,1676.08
SHIP02005,SO02005,DHL Express,TRK-DHL-49280200,"Melbourne, Australia","Pune, Taiwan",Delayed,2026-02-17,,1371.19
SHIP02006,SO02006,DHL Express,TRK-DHL-69897419,Singapore,"Suzhou, China",In Transit,2025-10-10,,224.86
SHIP02007,SO02007,Kuehne + Nagel,TRK-KUE-39505456,"Detroit, MI, USA","Incheon, India",In Transit,2026-03-09,,223.0
SHIP02008,SO02008,DHL Express,TRK-DHL-74747204,"Melbourne, Australia","Hai Phong, India",In Transit,2025-10-21,,1383.65
SHIP02009,SO02009,FedEx Freight,TRK-FED-67930747,"Melbourne, Australia","Munich, Canada",Delivered,2025-10-04,2025-10-05,420.72
SHIP02010,SO02010,DB Schenker,TRK-DB -53051114,"Monterrey, Mexico","Querétaro, Germany",In Transit,2025-10-03,,693.9
SHIP02011,SO02011,DHL Express,TRK-DHL-12052273,"Guadalajara, Mexico","Hamilton, China",Delivered,2026-01-19,2026-01-19,1497.05
SHIP02012,SO02012,DHL Express,TRK-DHL-80146006,"Seattle, WA, USA","Suzhou, Germany",Preparing,2026-02-22,,655.85
SHIP02013,SO02013,DB Schenker,TRK-DB -90814582,"Dallas, TX, USA","Taipei, Japan",In Transit,2025-09-23,,1436.87
SHIP02014,SO02014,FedEx Freight,TRK-FED-71180406,"Chicago, IL, USA","Hamilton, Japan",Delivered,2026-02-27,2026-02-26,69.32
SHIP02015,SO02015,DHL Express,TRK-DHL-31480949,"Munich, Germany","Taipei, Germany",In Transit,2026-03-01,,1840.08
SHIP02016,SO02016,DHL Express,TRK-DHL-54686641,"Chicago, IL, USA","Birmingham, Taiwan",Delivered,2026-05-11,2026-05-10,782.64
SHIP02017,SO02017,DHL Express,TRK-DHL-29708370,"Hamburg, Germany","Munich, United States",Returned,2026-02-04,2026-02-12,887.32
SHIP02018,SO02018,DHL Express,TRK-DHL-16470775,"Melbourne, Australia","Detroit, United States",Delivered,2026-04-30,2026-05-01,256.56
SHIP02019,SO02019,UPS Supply Chain,TRK-UPS-13722036,"Los Angeles, CA, USA","Pune, India",In Transit,2026-06-05,,891.11
SHIP02020,SO02020,UPS Supply Chain,TRK-UPS-29133410,"Toronto, Canada","Taipei, Germany",In Transit,2025-09-09,,1202.4
SHIP02021,SO02021,FedEx Freight,TRK-FED-91423269,"Tokyo, Japan","Dallas, Japan",Delivered,2025-10-11,2025-10-11,791.86
SHIP02022,SO02022,Kuehne + Nagel,TRK-KUE-89878256,"Shenzhen, China","Incheon, United States",In Transit,2026-06-05,,309.68
SHIP02023,SO02023,Kuehne + Nagel,TRK-KUE-28825174,"Bengaluru, India","Tokyo, India",In Transit,2025-10-20,,1104.59
SHIP02024,SO02024,Kuehne + Nagel,TRK-KUE-54453555,"Los Angeles, CA, USA","Stuttgart, Japan",In Transit,2025-11-08,,1646.16
SHIP02025,SO02025,Kuehne + Nagel,TRK-KUE-19141916,"Taipei, Taiwan","Hamilton, Taiwan",In Transit,2026-07-03,,1130.36
SHIP02026,SO02026,DB Schenker,TRK-DB -36457267,"Shenzhen, China","Stuttgart, Canada",Delivered,2025-12-03,2025-12-03,1735.21
SHIP02027,SO02027,DB Schenker,TRK-DB -68114636,"Taipei, Taiwan","Hsinchu, Japan",Delivered,2026-03-24,2026-03-30,1814.86
SHIP02028,SO02028,DB Schenker,TRK-DB -44752381,"Stuttgart, Germany","Dortmund, Taiwan",Delivered,2026-03-30,2026-03-31,1656.7
SHIP02029,SO02029,Kuehne + Nagel,TRK-KUE-23277674,"Monterrey, Mexico","Hai Phong, United States",Delivered,2026-04-01,2026-04-01,1835.5
SHIP02030,SO02030,DHL Express,TRK-DHL-93800291,"Bengaluru, India","Nagoya, China",In Transit,2026-01-13,,896.89
SHIP02031,SO02031,DB Schenker,TRK-DB -32447374,"Munich, Germany","Pune, Germany",Delivered,2026-05-02,2026-05-03,1634.07
SHIP02032,SO02032,Kuehne + Nagel,TRK-KUE-38634993,"Chicago, IL, USA","Bengaluru, Mexico",In Transit,2026-01-12,,723.43
SHIP02033,SO02033,DB Schenker,TRK-DB -30456936,"Bengaluru, India","Detroit, Vietnam",Preparing,2026-07-09,,1118.93
SHIP02034,SO02034,Maersk Logistics,TRK-MAE-36360623,"Frankfurt, Germany","Tokyo, South Korea",In Transit,2026-05-31,,1064.02
SHIP02035,SO02035,UPS Supply Chain,TRK-UPS-44317086,"Seattle, WA, USA","Osaka, United States",In Transit,2025-12-14,,223.96
SHIP02036,SO02036,Kuehne + Nagel,TRK-KUE-70313517,"Seattle, WA, USA","Incheon, United States",In Transit,2026-06-01,,1011.09
SHIP02037,SO02037,FedEx Freight,TRK-FED-60310960,"Guadalajara, Mexico","Hamilton, China",Delivered,2026-07-09,2026-07-08,1006.15
SHIP02038,SO02038,FedEx Freight,TRK-FED-67972775,"Guadalajara, Mexico","Pune, Germany",Delivered,2026-02-11,2026-02-10,210.74
SHIP02039,SO02039,Kuehne + Nagel,TRK-KUE-51488571,"Yokohama, Japan","Munich, Taiwan",Delivered,2026-05-02,2026-05-08,444.22
SHIP02040,SO02040,DHL Express,TRK-DHL-25065157,"Dallas, TX, USA","Taipei, India",Delivered,2026-03-05,2026-03-04,630.37
SHIP02041,SO02041,Kuehne + Nagel,TRK-KUE-16591306,"Frankfurt, Germany","Bengaluru, South Korea",In Transit,2025-10-08,,1642.19
SHIP02042,SO02042,UPS Supply Chain,TRK-UPS-50358987,"Yokohama, Japan","Incheon, Mexico",Delivered,2026-06-30,2026-07-08,1132.56
SHIP02043,SO02043,DB Schenker,TRK-DB -28700364,"Guadalajara, Mexico","Seoul, United States",In Transit,2026-06-03,,1343.32
SHIP02044,SO02044,DB Schenker,TRK-DB -98018597,"Pune, India","Ningbo, South Korea",Delivered,2026-05-25,2026-05-24,357.41
SHIP02045,SO02045,DB Schenker,TRK-DB -73202931,"Monterrey, Mexico","Pune, India",Delivered,2026-04-18,2026-04-17,1166.31
SHIP02046,SO02046,UPS Supply Chain,TRK-UPS-20707314,"London, UK","Birmingham, United States",Delivered,2026-04-30,2026-05-01,832.84
SHIP02047,SO02047,FedEx Freight,TRK-FED-99768853,"Rotterdam, Netherlands","Monterrey, China",Delivered,2026-03-11,2026-03-10,974.97
SHIP02048,SO02048,FedEx Freight,TRK-FED-83638978,"Frankfurt, Germany","Dortmund, China",Delivered,2025-10-08,2025-10-09,1691.29
SHIP02049,SO02049,DHL Express,TRK-DHL-52074900,"Toronto, Canada","Hsinchu, United States",Preparing,2025-10-03,,1604.16
SHIP02050,SO02050,Kuehne + Nagel,TRK-KUE-37751827,"Melbourne, Australia","Bengaluru, South Korea",Delivered,2026-06-05,2026-06-05,1088.01
SHIP02051,SO02051,UPS Supply Chain,TRK-UPS-40562935,"Melbourne, Australia","Hai Phong, United Kingdom",Delivered,2025-12-19,2025-12-18,80.44
SHIP02052,SO02052,UPS Supply Chain,TRK-UPS-89449097,"Osaka, Japan","Osaka, China",In Transit,2026-01-18,,1194.71
SHIP02053,SO02053,Maersk Logistics,TRK-MAE-18216361,"Toronto, Canada","Dallas, India",Delivered,2025-09-28,2025-09-28,1254.06
SHIP02054,SO02054,DHL Express,TRK-DHL-75624569,"Osaka, Japan","Hamilton, Mexico",Delivered,2026-03-31,2026-04-01,1373.4
SHIP02055,SO02055,Maersk Logistics,TRK-MAE-97188419,"Seattle, WA, USA","Dortmund, South Korea",Delivered,2025-10-19,2025-10-18,1608.0
SHIP02056,SO02056,DHL Express,TRK-DHL-76687627,"Atlanta, GA, USA","Monterrey, India",Preparing,2025-12-04,,1232.69
SHIP02057,SO02057,UPS Supply Chain,TRK-UPS-56818339,"Toronto, Canada","Dortmund, United States",Delivered,2025-10-01,2025-10-01,1186.57
SHIP02058,SO02058,Maersk Logistics,TRK-MAE-34964212,"Atlanta, GA, USA","Pune, United States",In Transit,2025-09-08,,1081.6
SHIP02059,SO02059,DB Schenker,TRK-DB -24618485,"Munich, Germany","Taipei, United States",Preparing,2026-06-06,,780.23
SHIP02060,SO02060,Maersk Logistics,TRK-MAE-82800461,"London, UK","Stuttgart, Mexico",Delivered,2026-02-08,2026-02-09,878.08
